"","Molecule.ChEMBL.ID","Molecule.Name","Molecule.Max.Phase","Molecular.Weight","X.RO5.Violations","AlogP","Compound.Key","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Data.Validity.Comment","Comment","Uo.Units","Ligand.Efficiency.BEI","Ligand.Efficiency.LE","Ligand.Efficiency.LLE","Ligand.Efficiency.SEI","Potential.Duplicate","Assay.ChEMBL.ID","Assay.Description","Assay.Type","BAO.Format.ID","BAO.Label","Assay.Organism","Assay.Tissue.ChEMBL.ID","Assay.Tissue.Name","Assay.Cell.Type","Assay.Subcellular.Fraction","Assay.Parameters","Assay.Variant.Accession","Assay.Variant.Mutation","Target.ChEMBL.ID","Target.Name","Target.Organism","Target.Type","Document.ChEMBL.ID","Source.ID","Source.Description","Document.Journal","Document.Year","Cell.ChEMBL.ID","Properties"
"420","CHEMBL3775390","",0,470.56,"1","5.67","45","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCC(F)(F)CC3)cc12","Inhibition","'='",25.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"421","CHEMBL3775173","",0,479.58,"1","5.34","61","CCOC(=O)c1c(C)n(Cc2ccccc2[N+](=O)[O-])c2ccc(OCCCN3CCCCC3)cc12","Inhibition","'='",91.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"422","CHEMBL3775819","",0,479.58,"1","5.34","63","CCOC(=O)c1c(C)n(Cc2ccc([N+](=O)[O-])cc2)c2ccc(OCCCN3CCCCC3)cc12","Inhibition","'='",89.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"423","CHEMBL3774716","",0,381.47,"0","4.32","13","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CC)cc12","Inhibition","'='",71.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"425","CHEMBL4530442","",0,411.89,"0","3.75","8","COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)/C=C/C1=C(Cl)c2ccccc2CC1","Inhibition","'>'",80,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4311546","Inhibition of NorA Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 6.25 to 50 uM measured at 5 mins interval for 30 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
"426","CHEMBL1651013","",0,406.43,"1","5.23","48","N#Cc1c(SCc2ccc(C(=O)O)cc2)nc2c(c1C(F)(F)F)CCCCC2","Inhibition","'='",67.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"427","CHEMBL3947018","",0,631.82,"2","7.31","9","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCN(CCCOc4ccccc4-c4ccccc4)CC3)cc12","Inhibition","'='",27.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"428","CHEMBL3963526","",0,617.79,"2","6.92","8","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCN(CCOc4ccccc4-c4ccccc4)CC3)cc12","Inhibition","'='",24.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"435","CHEMBL118","CELECOXIB",4,381.38,"0","3.51","Celecoxib","Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1","Inhibition","",NA,"",NA,NA,"Not Active","",NA,NA,NA,NA,"False","CHEMBL2051686","Inhibition of norA in wild type Staphylococcus aureus SA1199 expressing assessed as potentiation of ciprofloxacin MIC by checkerboard assay","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL2046274",1,"Scientific Literature","J. Med. Chem.",2012,"None",NA
"440","CHEMBL3976297","",0,631.82,"2","7.31","10","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCN(CCOc4cccc(-c5ccccc5)c4)CC3)cc12","Inhibition","'='",23.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"441","CHEMBL1617533","",0,354.49,"0","3.12","4","OCCCN1CCN(CCCOc2ccccc2-c2ccccc2)CC1","Inhibition","'<'",10,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"442","CHEMBL318551","",0,311.43,"0","3.81","3","COc1ccc(OC[C@@H]2CN(C)CC[C@H]2c2ccccc2)cc1","Inhibition","'='",50,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"443","CHEMBL1650996","",0,405.86,"1","5.13","28, specs codeAH-487/41139966","CC[C@H](C)N1C(=O)S/C(=C/c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O","Inhibition","'='",81,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"445","CHEMBL3219950","",0,364.47,"0","0.90","17","CC1C(=O)c2cc(N)c(N3CCN(C)CC3)cc2N(C2CC2)S1(=O)=O","Inhibition","",NA,"",NA,NA,"Dose-dependent effect","",NA,NA,NA,NA,"False","CHEMBL3226394","Inhibition of NorA efflux pump in norA-overexpressing Staphylococcus aureus SA-K2378 assessed as reduction in ciprofloxacin MIC at 0.78 to 100 ug/ml by isobologram based checkerboard assay","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3217728",1,"Scientific Literature","MedChemComm",2012,"None",NA
"452","CHEMBL4162139","",0,420.55,"1","5.56","3b","CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3cc(OC)ccc3n2)cc1","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL4151520","Inhibition of NorA in Staphylococcus aureus SA-K2378 assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4145675",1,"Scientific Literature","J Med Chem",2018,"None",NA
"453","CHEMBL4171010","",0,498.62,"1","6.63","6","CCCOc1ccc(-c2cc(OCCN(CC)CC)c3cc(OC(=O)c4ccccc4)ccc3n2)cc1","Inhibition","'='",91.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4155967","Inhibition of Staphylococcus aureus SA-1199B NorA assessed as reduction in EtBr efflux at 50 uM measured over 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4152305",1,"Scientific Literature","Eur J Med Chem",2018,"None",NA
"454","CHEMBL4467715","",0,333.82,"0","3.21","9","COC(=O)CCCNC(=O)/C=C/C1=C(Cl)c2ccccc2CC1","Inhibition","",NA,"",NA,NA,"Not Determined","",NA,NA,NA,NA,"False","CHEMBL4311538","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured after 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
"458","CHEMBL3775322","",0,420.55,"1","5.04","21","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCN3CCCCC3)cc12","Inhibition","'='",100,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"459","CHEMBL3775062","",0,435.57,"0","3.85","29","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCNCC3)cc12","Inhibition","'='",100,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"461","CHEMBL3774995","",0,464.61,"0","4.79","38","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CN3CCCCCC3)cc12","Inhibition","'='",92.8,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"466","CHEMBL1651015","",0,383.83,"1","5.19","50","N#Cc1c(SCc2ccc(Cl)nc2)nc2c(c1C(F)(F)F)CCCC2","Inhibition","'='",41.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"470","CHEMBL4539308","",0,434.92,"0","4.52","7","COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)/C=C/C1=C(Cl)c2ccccc2CC1","Inhibition","'>'",80,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4311546","Inhibition of NorA Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 6.25 to 50 uM measured at 5 mins interval for 30 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
"473","CHEMBL3219739","",0,407.5,"0","0.31","10","CNC(=O)C1=C(O)c2cc(N)c(N3CCN(C)CC3)cc2N(C2CC2)S1(=O)=O","Inhibition","'='",2,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3226388","Inhibition of NorA efflux pump in Staphylococcus aureus SA-1199B assessed as inhibition of EtBr efflux at 50 uM","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3217728",1,"Scientific Literature","MedChemComm",2012,"None",NA
"480","CHEMBL1651019","",0,405.86,"1","5.13","55","CCC(C)N1C(=O)S/C(=C\c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O","Inhibition","'='",74.7,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"485","CHEMBL1651190","",0,467.59,"0","3.82","107","CCOC(=O)c1cn(C2CC2)c2c(C)c(N3CCC4=C(C3)C(=O)C(C)CS4)c(N)cc2c1=O","Inhibition","'='",50.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"487","CHEMBL4175014","",0,558.68,"2","6.16","6d","CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3c(OC)cc(OC)cc3n2)cc1","Inhibition","",NA,"",NA,NA,"Active","",NA,NA,NA,NA,"False","CHEMBL4151520","Inhibition of NorA in Staphylococcus aureus SA-K2378 assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4145675",1,"Scientific Literature","J Med Chem",2018,"None",NA
"488","CHEMBL4168471","",0,521.7,"2","5.51","10c","CCCOc1ccc(-c2cc(OCCN(CC)CC)c3cc(OCCCN4CCOCC4)ccc3n2)cc1","Inhibition","'='",91.1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4155967","Inhibition of Staphylococcus aureus SA-1199B NorA assessed as reduction in EtBr efflux at 50 uM measured over 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4152305",1,"Scientific Literature","Eur J Med Chem",2018,"None",NA
"493","CHEMBL3955315","",0,662.75,"3","5.48","17","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CNCc3ccc(Oc4nnnn4-c4ccccc4)c(OC)c3)cc12","Inhibition","'='",96.9,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3879153","Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3877305",1,"Scientific Literature","J Med Chem",2017,"None",NA
"500","CHEMBL3775483","",0,436.55,"0","4.28","27","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCOCC3)cc12","Inhibition","'='",98.6,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"501","CHEMBL1567647","",0,309.37,"0","3.88","9","CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(O)cc12","Inhibition","'='",1,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"502","CHEMBL1651020","",0,305.36,"0","3.22","56","CCC(C)N1C(=O)S/C(=C/c2ccc(C(=O)O)cc2)C1=O","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"507","CHEMBL1651000","",0,391.52,"0","4.93","39, specs codeAG-205/33140042","CCCCOc1ccc([C@H]2C(C#N)=C(N)Oc3cc(N(CC)CC)ccc32)cc1","Inhibition","'='",20.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"508","CHEMBL1651011","",0,407.56,"1","6.51","46","c1ccc(CCN(Cc2ccccc2)Cc2cccc(OCc3ccccc3)c2)cc1","Inhibition","'='",0,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"509","CHEMBL479","THIORIDAZINE",4,370.59,"1","5.89","62","CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2","Inhibition","'>='",88,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"511","CHEMBL3775053","",0,448.61,"1","5.74","52","CCOC(=O)c1c(C)n(Cc2ccc(C)cc2)c2ccc(OCCCN3CCCCC3)cc12","Inhibition","'='",58.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL3777946","Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL3774342",1,"Scientific Literature","J. Med. Chem.",2016,"None",NA
"513","CHEMBL1651004","",0,493.97,"1","5.02","35, specs codeAN-465/15401006","COc1cc(/C=C2\S/C(=N\c3ccccc3)N(c3ccccc3)C2=O)cc(Cl)c1OCC(N)=O","Inhibition","'='",18.3,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"525","CHEMBL4468269","",0,305.76,"0","2.43","15","COC(=O)CNC(=O)/C=C/C1=C(Cl)c2ccccc2CC1","Inhibition","",NA,"",NA,NA,"Not Determined","",NA,NA,NA,NA,"False","CHEMBL4311538","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured after 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
"526","CHEMBL4560759","",0,345.83,"0","3.30","16","COC(=O)[C@H]1CCCN1C(=O)/C=C/C1=C(Cl)c2ccccc2CC1","Inhibition","'='",52.59,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL4311538","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured after 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
"529","CHEMBL1649602","",0,453.56,"0","3.51","101","CCOC(=O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)C(=O)C(C)CS4)c(N)cc2c1=O","Inhibition","'='",63.5,"%",NA,NA,"","UO_0000187",NA,NA,NA,NA,"False","CHEMBL1657423","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL1649083",1,"Scientific Literature","J. Med. Chem.",2011,"None",NA
"531","CHEMBL4437595","",0,319.79,"0","2.82","13","COC(=O)CCNC(=O)/C=C/C1=C(Cl)c2ccccc2CC1","Inhibition","",NA,"",NA,NA,"Not Determined","",NA,NA,NA,NA,"False","CHEMBL4311538","Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM measured after 5 mins by fluorescence assay relative to control","B","BAO_0000357","single protein format","Staphylococcus aureus","None","None","None","None",NA,NA,NA,"CHEMBL5114","Quinolone resistance protein norA","Staphylococcus aureus","SINGLE PROTEIN","CHEMBL4308903",1,"Scientific Literature","Bioorg Med Chem",2019,"None",NA
